0.0000e+00	-8.5200e-10
2.0000e+01	1.7000e-08
4.0000e+01	2.4100e-08
6.0000e+01	2.8700e-08
8.0000e+01	3.4200e-08
1.0000e+02	4.0000e-08
1.2000e+02	4.3200e-08
1.4000e+02	4.5400e-08
1.6000e+02	4.7200e-08
1.8000e+02	4.8900e-08
2.0000e+02	1.0000e-07
2.2000e+02	1.1100e-05
2.4000e+02	nan
2.6000e+02	nan
2.8000e+02	nan
3.0000e+02	nan
3.2000e+02	nan
3.4000e+02	nan
3.6000e+02	nan
3.8000e+02	nan
4.0000e+02	nan
4.2000e+02	nan
4.4000e+02	nan
4.6000e+02	nan
4.8000e+02	nan
5.0000e+02	nan
5.2000e+02	nan
5.4000e+02	nan
5.6000e+02	nan
5.8000e+02	nan
6.0000e+02	nan
6.2000e+02	nan
6.4000e+02	nan
6.6000e+02	nan
6.8000e+02	nan
7.0000e+02	nan
7.2000e+02	nan
7.4000e+02	nan
7.6000e+02	nan
7.8000e+02	nan
8.0000e+02	nan
8.2000e+02	nan
8.4000e+02	nan
8.6000e+02	nan
8.8000e+02	nan
9.0000e+02	nan
9.2000e+02	nan
9.4000e+02	nan
9.6000e+02	nan
9.8000e+02	nan
1.0000e+03	nan
